Date,Open,High,Low,Close,Adj Close,Volume
2020-05-01,0.047826,0.086029,0.045003,0.074352,0.074352,6605129771
2020-06-01,0.074244,0.090089,0.069770,0.083116,0.083116,8447642212
2020-07-01,0.083112,0.153705,0.082533,0.138798,0.138798,12815245743
2020-08-01,0.138798,0.152014,0.104409,0.122688,0.122688,11213878959
2020-09-01,0.122610,0.127359,0.076059,0.101146,0.101146,17388636644
2020-10-01,0.101202,0.112414,0.090105,0.093056,0.093056,19153658951
2020-11-01,0.093056,0.182066,0.088048,0.171308,0.171308,33187119844
2020-12-01,0.171367,0.196170,0.127420,0.181397,0.181397,36178893705
2021-01-01,0.181382,0.395653,0.169233,0.344898,0.344898,104785114023
2021-02-01,0.344817,1.476653,0.334194,1.308059,1.308059,242699671996
2021-03-01,1.309792,1.473155,0.993052,1.193264,1.193264,167521776104
2021-04-01,1.193553,1.557761,1.098977,1.147017,1.147017,97165988604
2021-04-24,1.153062,1.153062,1.110047,1.122194,1.122194,6623297024
